mode,make,model,colour,offence,district,disposal,date,location
Pedestrian,Mercedes -Benz,UNKNOWN,SILVER,N/A,LD,NFA,2023-10-01T00:00:00Z,"A65 New Road Side, Rawdon, Leeds"
Cyclist,Audi,UNKNOWN,BLACK,N/A,LD,NFA,2023-10-01T00:00:00Z,"A65 NEW ROAD, YEADON"
Vehicle driver,Seat,IBIZA,WHITE,N/A,LD,NFA,2023-10-01T00:00:00Z,"A65 New Road, Yeadon, Leeds"
Pedestrian,Audi,UNKNOWN,BLACK,N/A,CD,NFA,2023-10-01T00:00:00Z,"A65 onto A6120 Horsforth Ring Road, Leeds"
Cyclist,Nissan,QASHQAI,BLACK,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"A65 Otley Road, Menston, Leeds"
Vehicle driver,Volvo,V40,GREY,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"A65 RAWDON ROAD, HORSFORTH"
UNKNOWN,Volkswagen,GOLF,BLUE,N/A,unknown,NFA,2023-10-01T00:00:00Z,"A65 Rawdon Road, Horsforth, Leeds"
Pedestrian,Toyota,Prius,Silver,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"A65 Yeadon, Leeds"
Pedestrian,Citroen,C1,Red,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"A65, Exiting HORSFORTH ROUNDABOUT, LEEDS"
Vehicle driver,Volkswagen,Polo,Blue,N/A,LD,NFA,2023-10-01T00:00:00Z,"A65, Horsforth, Leeds"
Cyclist,Volkswagen,Golf,Grey,RT88575 Drive without due care and attention,BD,Educational Course,2023-10-01T00:00:00Z,"A65, Rawdon Traffic Lights, Leeds"
Cyclist,Ford,C-Max,White,RT88575 Drive without due care and attention,LD,Educational Course,2023-10-01T00:00:00Z,"A65, RAWDON, LEEDS"
Vehicle driver,Renault,Unknown,White,N/A,KD,NFA,2023-10-01T00:00:00Z,A650 - KEIGHLEY ROUNDABOUT
Cyclist,Audi,A4,Black,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"A650 Bingley Road J/W Bradford Road, Bradford"
Cyclist,Peugeot,Horizon,White,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"A650 Bingley Road, Bradford"
Cyclist,Toyota,Prius,Blue,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"A650 Bingley Road, Shipley"
Vehicle driver,Mercedes -Benz,Sprinter,White,RT88575 Drive without due care and attention,BD,Conditional Offer,2023-10-01T00:00:00Z,A650 BRADFORD ROAD SHIPLEY
Vehicle passenger,BMW,X1,Silver,N/A,WD,NFA,2023-10-01T00:00:00Z,A650 BRADFORD ROAD TINGLEY
Cyclist,Lexus,RX,White,N/A,LD,NFA,2023-10-01T00:00:00Z,"A650 Bradford Road, Drighlington"
Cyclist,Toyota,Aygo,Red,N/A,LD,NFA,2023-10-01T00:00:00Z,"A650 Bradford Road, East Ardsley, Wakefield"
Cyclist,Mercedes -Benz,Sprinter,Silver,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-10-01T00:00:00Z,"A650 Bradford Road, Shipley"
Pedestrian,Peugeot,2008,White,ZP97003 Stop within controlled area of Pelican crossing,BD,Educational Course,2023-10-01T00:00:00Z,"A650 Bradford Road, Tingley, Leeds"
Cyclist,Mercedes -Benz,Unknown,Black,N/A,LD,NFA,2023-10-01T00:00:00Z,"A650 Bradford Road. Tingley, Leeds"
Cyclist,Toyota,YARIS,GREY,RT88575 Drive without due care and attention,BD,Educational Course,2023-10-01T00:00:00Z,"A650 Britannia Road, Morley, Leeds"
Cyclist,BMW,330D,BLACK,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"A650 Bruntcliffe Road, Morley, Leeds"
Cyclist,Nissan,JUKE,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,A650 Keighley Bypass
Cyclist,Kia,UNKNOWN,SILVER,N/A,KD,NFA,2023-10-01T00:00:00Z,A650 SHIPLEY - BRADFORD
Cyclist,Mercedes -Benz,E220,BLACK,RV86019 Use a handheld phone / device whilst driving a motor vehicle on a road,LD,Conditional Offer,2023-10-01T00:00:00Z,"A650 Shipley Airedale Rd J/W A658 Barkerend Rd, Bradford"
Pedestrian,Ford,UNKNOWN,ORANGE,N/A,LD,NFA,2023-10-01T00:00:00Z,"A650 Wakefield Road near J/W Bowling Back Lane, Bradford"
Vehicle driver,Audi,SQ5,BLACK,RT88575 Drive without due care and attention,BD,Educational Course,2023-10-01T00:00:00Z,"A650 Wakefield Road, Bradford"
Vehicle driver,Ford,FOCUS,BLUE,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,LD,Educational Course,2023-10-01T00:00:00Z,"A650 Wakefield Road, Gildersome"
Pedestrian,Vauxhall,ASTRA,SILVER,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"A650 Wakefield Road, Gildersome, Leeds"
Cyclist,Seat,LEON,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"A650 WAKEFILED ROAD, GILDERSOME"
Cyclist,Jaguar,F-PACE,GREY,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2023-10-01T00:00:00Z,"A650 Westgate Hill Street, Bradford"
Vehicle driver,BMW,M340I,BLUE,RT88760 Fail to comply with solid white lines,LD,Conditional Offer,2023-10-01T00:00:00Z,"A653 Desbury Road, Leeds"
Vehicle driver,Seat,LEON,BLUE,RT88575 Drive without due care and attention,CD,Educational Course,2023-10-01T00:00:00Z,"A653 Dewsbury Road, Beeston, Leeds"
Cyclist,Fiat,PUNTO,GREY,RT88575 Drive without due care and attention,WD,Educational Course,2023-10-01T00:00:00Z,"A653 Dewsbury Road, Crown Point, Leeds"
Cyclist,Mazda,2,SILVER,RT88575 Drive without due care and attention,WD,Educational Course,2023-10-01T00:00:00Z,"A653 DEWSBURY ROAD, TINGLEY"
Vehicle driver,Land Rover,RANGE ROVER,BLACK,N/A,BD,NFA,2023-10-01T00:00:00Z,"A653 Dewsbury Road, Tingley, Dewsbury"
Pedestrian,Peugeot,UNKNOWN,UNKNOWN,N/A,LD,NFA,2023-10-01T00:00:00Z,"A653 Leeds Road, Dewsbury"
Cyclist,Volkswagen,UNKNOWN,SILVER,N/A,LD,NFA,2023-10-01T00:00:00Z,"A656 PARLINGTON INTERCHANGE, GARFORTH, LEEDS"
Vehicle passenger,Ford,TRANSIT,GREY,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"A657 Leeds Road, Thackley"
Vehicle driver,Land Rover,RANGE ROVER,BLACK,RT88575 Drive without due care and attention,CD,Educational Course,2023-10-01T00:00:00Z,"A657 SALTAIRE ROAD, BRADFORD"
Vehicle driver,Ford,FIESTA,YELLOW,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2023-10-01T00:00:00Z,"A657 Saltaire Road, Saltaire"
Vehicle driver,Nissan,MICRA,BLUE,RT88575 Drive without due care and attention,LD,Educational Course,2023-10-01T00:00:00Z,"A657 Thackley Road, Bradford"
Cyclist,Fiat,BRAVO,BLACK,N/A,LD,NFA,2023-10-01T00:00:00Z,"A658 Harrogate Road, Yeadon, Leeds"
Pedestrian,Peugeot,HORIZON,WHITE,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"A659 Arthington Lane, Arthington, Otley"
Pedestrian,Renault,Clio,Red,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-10-01T00:00:00Z,"A659 ARTHINGTON ROAD, ARTHINGTON"
Vehicle driver,Volkswagen,Golf,White,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-10-01T00:00:00Z,"A659 Harewood Road, Collingham"
Pedestrian,Kia,Sportage,White,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-10-01T00:00:00Z,"A659 Harewood Road, Collingham"
Cyclist,Unknown,Unknown,White,N/A,LD,NFA,2023-10-01T00:00:00Z,A659 OTLEY
Vehicle driver,Audi,Unknown,Grey,N/A,BD,NFA,2023-10-01T00:00:00Z,"A659 Otley Road, Harewood, Leeds"
Vehicle driver,Volkswagen,Golf,Silver,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,BD,Educational Course,2023-10-01T00:00:00Z,"A659 Pool Road, Otley"
Vehicle driver,Tesla,Unknown,Grey,N/A,LD,NFA,2023-10-01T00:00:00Z,A660 Burley-in-Wharfedale Leeds
Cyclist,Chrysler,Crossfire,Grey,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2023-10-01T00:00:00Z,A660 LEEDS ( Near Golden Acre Park)
Vehicle driver,Ford,Transit,Grey,RT88575 Drive without due care and attention,BD,Educational Course,2023-10-01T00:00:00Z,"A660 Leeds Road, Bramhope, Leeds"
Pedestrian,Kia,Sportage,Silver,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"A660 Leeds Road, Otley"
Cyclist,Citroen,DS4,Black,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"A660 Otley Road, Adel, Leeds"
Cyclist,Unknown,Unknown,White,N/A,LD,NFA,2023-10-01T00:00:00Z,"A660 Otley Road, Headingley, Leeds"
Pedestrian,Ford,Focus Zetec,Silver,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-10-01T00:00:00Z,"A660 Otley Road, Leeds"
Vehicle driver,Kawasaki,EX 650,Green,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-10-01T00:00:00Z,"A660 OTLEY, LEEDS"
Vehicle driver,Toyota,Yaris,Grey,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,BD,Educational Course,2023-10-01T00:00:00Z,A661 Wetherby
Cyclist,Fiat,500,White,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"ABERFORD ROAD, LEEDS"
Vehicle driver,Tesla,UNKNOWN,BLACK,N/A,LD,NFA,2023-10-01T00:00:00Z,"Aberford Road, Stanley, Wakefield"
Vehicle driver,Mercedes -Benz,SUV,SILVER,N/A,CD,NFA,2023-10-01T00:00:00Z,"Ackworth Road, Ackworth"
Cyclist,Hyundai,IONIQ,BLACK,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"Ackworth Road, Purston Jaglin, Featherstone"
Vehicle driver,Unknown,UNKNOWN,UNKNOWN,N/A,WD,NFA,2023-10-01T00:00:00Z,"Adel Lane, Leeds"
Vehicle driver,Toyota,AURIS,BLUE,N/A,LD,NFA,2023-10-01T00:00:00Z,"AINLEY TOP R/A, HUDDERSFIELD"
Pedestrian,Kia,SPORTAGE 2,GREY,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-10-01T00:00:00Z,"Ainley Top Roundabout, Huddersfield"
Cyclist,Volkswagen,UNKNOWN,GREY,N/A,BD,NFA,2023-10-01T00:00:00Z,"Aire Valley Road, Keighley, Bradford"
Cyclist,Volkswagen,UNKNOWN,GREEN,N/A,BD,NFA,2023-10-01T00:00:00Z,Albert Road Queensbury Bradford
Cyclist,Mercedes -Benz,S3220,BLUE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,ALBERT STREET
Cyclist,Ford,MONDEO,WHITE,N/A,LD,NFA,2023-10-01T00:00:00Z,"ALLERTON ROAD / CEMETARY ROAD, BRADFORD"
Vehicle driver,Renault,CLIO,BLACK,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,KD,Conditional Offer,2023-10-01T00:00:00Z,"ALTOFTS LODGE DRIVE, WAKEFIELD"
Vehicle driver,Volkswagen,S90,SILVER,N/A,CD,NFA,2023-10-01T00:00:00Z,"ALWODDLEY LANE, LEEDS"
Pedestrian,DaF,UNKNOWN,WHITE,N/A,LD,NFA,2023-10-01T00:00:00Z,"Alwoodley Lane, Leeds"
Vehicle driver,Seat,UNKNOWN,RED,N/A,unknown,NFA,2023-10-01T00:00:00Z,"Apperley Lane, junction Apperley Road, Bradford"
Cyclist,Skoda,ENYAQ,SILVER,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,Armley Gyratory (roundabout) Leeds
Cyclist,Volkswagen,CRAFTER,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"Armley Ridge Road, Armley, Leeds"
Cyclist,Volkswagen,CRAFTER,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"Armley Ridge Road, Leeds"
Vehicle driver,Ford,TRANSIT,SILVER,RT88575 Drive without due care and attention,WD,Educational Course,2023-10-01T00:00:00Z,"Armley Road, Armley, Leeds"
Cyclist,Mazda,6,GREY,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"Armley Road, Leeds"
Vehicle driver,Unknown,UNKNOWN,RED,N/A,WD,NFA,2023-10-01T00:00:00Z,"Ashfield Road, Nab Wood"
Cyclist,Volkswagen,PASSAT,SILVER,N/A,LD,NFA,2023-10-01T00:00:00Z,"B6106 Penistone Road, Hade Edge, Holmfirth"
Cyclist,Kia,SORENTO,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"B6114 Dewsbury Road, Elland, Halifax"
Vehicle driver,Volkswagen,GOLF,WHITE,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,CD,Educational Course,2023-10-01T00:00:00Z,"B6136 Stranglands Lane, Castleford"
Cyclist,Land Rover,UNKNOWN,BLACK,N/A,LD,NFA,2023-10-01T00:00:00Z,B6143 COLNE ROAD OAKWORTH KEIGHLEY
Horse rider,Nissan,UNKNOWN,WHITE,N/A,unknown,NFA,2023-10-01T00:00:00Z,"B6145 Thornton Road, Bradford"
Vehicle driver,Toyota,AURIS,BLACK,RT88966 Motor vehicle fail to comply with endorsable S36 traffic sign,BD,Educational Course,2023-10-01T00:00:00Z,"B6153 Hawksworth Lane, Baildon"
Cyclist,Honda,JAZZ,BLUE,RT88575 Drive without due care and attention,LD,Educational Course,2023-10-01T00:00:00Z,"B6157 Leeds and Bradford Road, Leeds"
Vehicle driver,Citroen,RELAY,WHITE,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,KD,Educational Course,2023-10-01T00:00:00Z,"B6265 Bradford Road, Bingley"
Cyclist,Nissan,JUKE,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"B6265 RAILWAY CROSSING KEIGHLEY ROAD, CROSSFLATTS"
Vehicle driver,Ford,TRANSIT,WHITE,ME82009 Driving on hard shoulder of motorway,KD,Educational Course,2023-10-01T00:00:00Z,"B6265 SKIPTON ROAD, AIREDALE, BRADFORD"
Vehicle driver,Audi,S3,GRY,N/A,KD,NFA,2023-10-01T00:00:00Z,"B6265 Skipton Road, Utley, Keighley"
Cyclist,Hyundai,I30,WHITE,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2023-10-01T00:00:00Z,"B6265, Crossflatts, Bingley"
Vehicle driver,Renault,CAPTUR,WHITE,N/A,unknown,NFA,2023-10-01T00:00:00Z,"B6432 Firth Street, Huddersfield"
Cyclist,Unknown,UNKNOWN,UNKNOWN,N/A,KD,NFA,2023-10-01T00:00:00Z,"B6902 SELBY ROAD, LEEDS"
Vehicle driver,Ford,TRANSIT,WHITE,N/A,LD,NFA,2023-10-01T00:00:00Z,"BACK LANE JUNCTION PARLIAMENT STREET, WAKEFIELD"
Vehicle driver,Mazda,2,GREY,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,BD,Educational Course,2023-10-01T00:00:00Z,"Back Northgate, Pontefract"
Vehicle driver,Renault,CAPTUR,ORANGE,RT88575 Drive without due care and attention,LD,Conditional Offer,2023-10-01T00:00:00Z,"Backhold Lane, Siddal, Halifax"
Vehicle driver,Renault,UNKNOWN,WHITE,N/A,unknown,NFA,2023-10-01T00:00:00Z,"Baildon Road J/W Cliffe Avenue, Baildon"
UNKNOWN,Unknown,UNKNOWN,UNKNOWN,N/A,WD,NFA,2023-10-01T00:00:00Z,"Balne Lane, Wakefield"
Pedestrian,Audi,A3,BLACK,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"Bar Lane. Midgely, Wakefield"
Horse rider,Dacia,UNKNOWN,WHITE,N/A,BD,NFA,2023-10-01T00:00:00Z,"BARKEREND ROAD, BRADFORD"
Pedestrian,Hyundai,IONIQ,BLACK,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"BARNES ROAD, CASTLEFORD"
Pedestrian,Jaguar,I-PACE,GREY,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"Barnsdale Road, Allerton Bywater, Castleford"
Vehicle driver,Seat,LEON,WHITE,RT88575 Drive without due care and attention,LD,Educational Course,2023-10-01T00:00:00Z,"BARNSLEY ROAD, DENBY DALE, HUDDERSFIELD"
Cyclist,DaF TRUCKS,UNKNOWN,WHITE,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2023-10-01T00:00:00Z,"Barnsley Road, Huddersfield"
Vehicle driver,Seat,LEON,BLACK,RT88575 Drive without due care and attention,BD,Conditional Offer,2023-10-01T00:00:00Z,"Barrack Road, Leeds"
Vehicle driver,Audi,UNKNOWN,BLACK,N/A,BD,NFA,2023-10-01T00:00:00Z,"Batley Road, Alverthorpe, Wakefield"
Cyclist,Mercedes -Benz,S320,SILVER,RV86019 Use a handheld phone / device whilst driving a motor vehicle on a road,BD,Conditional Offer,2023-10-01T00:00:00Z,"Batley Road, Kirkhamgate, Wakefield"
Vehicle driver,SCANIA,UNKNOWN,WHITE,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,WD,Educational Course,2023-10-01T00:00:00Z,"Batley Road, Wakefield"
Cyclist,Audi,Q5,GREY,RV86019 Use a handheld phone / device whilst driving a motor vehicle on a road,LD,Conditional Offer,2023-10-01T00:00:00Z,"Baxter Lane, Northowram, Halifax"
Cyclist,Toyota,AURIS,BLUE,RT88576 Drive without reasonable consideration to others,BD,Educational Course,2023-10-01T00:00:00Z,"BEACON ROAD junction with ST ENOCH'S ROAD, BRADFORD"
Cyclist,Ford,UNKNOWN,SILVER,N/A,LD,NFA,2023-10-01T00:00:00Z,"Beacon Road, Wibsey, Bradford"
Cyclist,Volkswagen,SCIROCCO,WHITE,N/A,LD,NFA,2023-10-01T00:00:00Z,"Beancroft Road, Castleford"
Cyclist,Mini,COOPER,BLACK,N/A,LD,NFA,2023-10-01T00:00:00Z,"BECKETT STREET, BURMANTOFTS"
Cyclist,Volkswagen,SCIROCCO,WHITE,N/A,LD,NFA,2023-10-01T00:00:00Z,"Belle Isle Road, Leeds"
Vehicle driver,Mercedes -Benz,SPRINTER,GREY,N/A,BD,NFA,2023-10-01T00:00:00Z,"Bellstring Lane, Mirfield"
Vehicle driver,Mercedes -Benz,SPRINTER,SILVER,N/A,BD,NFA,2023-10-01T00:00:00Z,"Bethel Street, Brighouse"
Cyclist,Mini,UNKNOWN,WHITE,N/A,LD,NFA,2023-10-01T00:00:00Z,"Bingley Road J/W High Bank Lane, Bradford"
Vehicle driver,Ford,TRANSIT,WHITE,N/A,LD,NFA,2023-10-01T00:00:00Z,"Bingley Road J/W Main Street, Menston"
Vehicle driver,Honda,CR-V,BLUE,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"BINGLEY ROAD, BRADFORD"
Vehicle driver,BMW,M140I,BLACK,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"Bingley Road, Menston"
Cyclist,Mercedes -Benz,A 180,WHITE,RT88508 Leave vehicle/trailer in dangerous position,BD,Conditional Offer,2023-10-01T00:00:00Z,"BINGLEY ROAD, SALTAIRE"
Vehicle driver,Peugeot,108,BLACK,RT88760 Fail to comply with solid white lines,BD,Educational Course,2023-10-01T00:00:00Z,"BINGLEY ROAD, SHIPLEY, BRADFORD"
Cyclist,Seat,TARRACO,WHITE,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"Black Bull Street, Leeds"
Cyclist,Kia,NIRO,WHITE,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2023-10-01T00:00:00Z,"Black Hill Road, Arthington, Leeds"
Cyclist,Ford,Transit,Silver,RT88575 Drive without due care and attention,LD,Educational Course,2023-10-01T00:00:00Z,"Black Road, Wakefield"
Vehicle driver,Peugeot,Expert,Silver,ME82015 Draw trailer in offside lane of motorway,LD,Educational Course,2023-10-01T00:00:00Z,"Blacker Lane, Wakefield"
Vehicle driver,Mercedes -Benz,Sprinter,White,RT88575 Drive without due care and attention,BD,Educational Course,2023-10-01T00:00:00Z,"Blackley, Greater Manchester"
Cyclist,Skoda,Octavia,Silver,RT88576 Drive without reasonable consideration to others,WD,Educational Course,2023-10-01T00:00:00Z,"Blackley, Yorkshire"
Cyclist,Land Rover,Unknown,Black,N/A,KD,NFA,2023-10-01T00:00:00Z,"Blackmoorfoot Road, Huddersfield"
Cyclist,Ford,Unknown,White,N/A,KD,NFA,2023-10-01T00:00:00Z,"Blackpool Promenade, Blackpool, Lancashire"
Vehicle driver,Land Rover,Range Rover,Red,N/A,WD,NFA,2023-10-01T00:00:00Z,"Blue Ball Road, Ripponden"
Vehicle driver,Mercedes -Benz,Unknown,White,N/A,WD,NFA,2023-10-01T00:00:00Z,"Blue Hill Crescent, Wortley, Leeds"
Vehicle driver,Land Rover,Defender,Black,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,KD,Educational Course,2023-10-01T00:00:00Z,"Bolton Road J/W Idle Road, Bradford"
Cyclist,Ford,Transit,White,RT88576 Drive without reasonable consideration to others,CD,Educational Course,2023-10-01T00:00:00Z,"BOLTON ROAD, SILSDEN, BRADFORD"
Vehicle passenger,Toyota,Aygo,Blue,RV86019 Use a handheld phone / device whilst driving a motor vehicle on a road,BD,Conditional Offer,2023-10-01T00:00:00Z,"Bowling Back Lane, Bradford"
Vehicle driver,Suzuki,Swift,Grey,RT88575 Drive without due care and attention,LD,Conditional Offer,2023-10-01T00:00:00Z,"Brackenwood Drive, Leeds"
Cyclist,Land Rover,Unknown,Black,N/A,LD,NFA,2023-10-01T00:00:00Z,"Bradfley Road, Huddersfield"
Cyclist,BMW,Unknown,Grey,N/A,LD,NFA,2023-10-01T00:00:00Z,"Bradford Road, Batley"
Cyclist,BMW,330D,Silver,RT88576 Drive without reasonable consideration to others,KD,Educational Course,2023-10-01T00:00:00Z,"Bradford Road, Bingley"
Vehicle driver,Audi,Q2,Red,RT88975 Drive motor vehicle fail to comply with red / green arrow / lane closure traffic light signals,LD,Educational Course,2023-10-01T00:00:00Z,"BRADFORD ROAD, BRIGHOUSE"
Vehicle driver,Hyundai,I10,Blue,N/A,BD,NFA,2023-10-01T00:00:00Z,"Bradford Road, Clayton, Bradford"
Cyclist,Mercedes -Benz,GLE 250,Black,RT88576 Drive without reasonable consideration to others,LD,Educational Course,2023-10-01T00:00:00Z,"Bradford Road, Cottingley, Bradford"
